r_id,pais,ed,jc10,aoj11,q1,aoj12,b18,infrax,e16,aoj22,q3c,q5b,q10new_14,etid,vic1ext,vicbar7
175,Mexico,3,1,Somewhat Unsafe,Female,Little,2,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,Catholic,Very Important,5,Mestizo,0,0
176,Mexico,17,1,Somewhat Safe,Male,None,2,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,4,Mestizo,0,0
177,Mexico,12,0,Somewhat Safe,Male,Some,6,More than 1 hour and up to 3 hours,3,Implement preventative measures,Catholic,Very Important,8,White,0,0
178,Mexico,9,1,Somewhat Safe,Female,None,3,More than 30 minutes and up to an hour,3,Increase punishment of criminal,Catholic,Not Very Important,13,Mestizo,1,0
179,Mexico,9,1,Somewhat Unsafe,Female,Don't Know,NA,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Mestizo,1,1
180,Mexico,9,1,Somewhat Safe,Female,None,2,More than 30 minutes and up to an hour,4,Increase punishment of criminal,Catholic,Somewhat Important,NA,White,0,0
181,Mexico,9,NA,Somewhat Unsafe,Male,None,1,[Don't Read] There are no police/they would not come,2,Increase punishment of criminal,Catholic,Somewhat Important,4,Mestizo,0,0
182,Mexico,11,0,Somewhat Safe,Male,Little,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,10,White,0,1
183,Mexico,11,0,Somewhat Safe,Female,Little,2,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,7,No Response,0,NA
184,Mexico,18,0,Somewhat Safe,Male,Some,1,More than 1 hour and up to 3 hours,4,Both,Catholic,Somewhat Important,NA,Mestizo,0,0
185,Mexico,12,0,Somewhat Unsafe,Female,None,1,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Somewhat Important,NA,No Response,0,0
186,Mexico,12,0,Somewhat Safe,Male,A lot,5,Between 10 and 30 minutes,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,NA,Mestizo,0,0
187,Mexico,2,0,Somewhat Safe,Male,Little,1,More than 30 minutes and up to an hour,3,Increase punishment of criminal,Catholic,Somewhat Important,7,Don't Know,0,1
188,Mexico,11,0,Somewhat Safe,Female,Some,3,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Somewhat Important,NA,Mestizo,0,0
189,Mexico,2,1,Somewhat Unsafe,Female,A lot,6,More than 30 minutes and up to an hour,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,Mestizo,1,0
190,Mexico,12,0,Very Unsafe,Male,None,1,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,Catholic,Not Very Important,16,White,1,0
191,Mexico,9,0,Somewhat Safe,Female,Some,4,Between 10 and 30 minutes,4,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,2,Mestizo,0,NA
192,Mexico,18,0,Very Safe,Male,Some,5,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,15,White,0,0
193,Mexico,0,0,Somewhat Safe,Female,Little,2,[Don't Read] There are no police/they would not come,1,Implement preventative measures,Catholic,Very Important,NA,White,0,0
194,Mexico,17,1,Somewhat Safe,Male,Some,4,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,NA,Mestizo,0,0
195,Mexico,9,1,Somewhat Unsafe,Female,Little,1,Between 10 and 30 minutes,2,Both,Catholic,Very Important,13,White,0,1
196,Mexico,4,1,Somewhat Safe,Female,A lot,7,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,7,White,0,0
197,Mexico,9,0,Somewhat Unsafe,Male,Some,4,Between 10 and 30 minutes,5,Increase punishment of criminal,Catholic,Not Important at All,3,White,0,0
198,Mexico,12,0,Somewhat Unsafe,Male,Some,5,Between 10 and 30 minutes,3,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,3,White,0,0
199,Mexico,12,1,Somewhat Unsafe,Male,Some,3,Between 10 and 30 minutes,4,Increase punishment of criminal,Catholic,Not Very Important,7,Mestizo,1,1
200,Mexico,4,0,Somewhat Safe,Female,Little,3,Between 10 and 30 minutes,2,Increase punishment of criminal,Catholic,Somewhat Important,3,Mestizo,0,0
201,Mexico,9,1,Somewhat Safe,Female,Don't Know,1,Between 10 and 30 minutes,1,Both,Evangelical and Protestant,Very Important,NA,Indigenous,NA,NA
202,Mexico,0,1,Somewhat Unsafe,Female,Little,7,Don't Know,1,Increase punishment of criminal,Catholic,Very Important,NA,Don't Know,0,0
203,Mexico,16,1,Somewhat Safe,Female,Some,5,Between 10 and 30 minutes,2,Implement preventative measures,Catholic,Very Important,NA,Mestizo,0,0
204,Mexico,6,1,Somewhat Unsafe,Female,None,1,More than 1 hour and up to 3 hours,7,Increase punishment of criminal,Catholic,Not Very Important,15,White,0,0
205,Mexico,6,0,Somewhat Safe,Male,None,1,More than 3 hours,1,Increase punishment of criminal,Catholic,Very Important,7,Mestizo,1,0
206,Mexico,2,0,Somewhat Safe,Female,Some,6,More than 30 minutes and up to an hour,3,Increase punishment of criminal,Catholic,Very Important,NA,Mestizo,0,0
207,Mexico,9,1,Somewhat Unsafe,Male,Don't Know,6,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Somewhat Important,5,Mestizo,0,0
208,Mexico,18,0,Somewhat Safe,Female,Some,5,More than 1 hour and up to 3 hours,1,Implement preventative measures,Catholic,Somewhat Important,12,Mestizo,1,0
209,Mexico,9,0,Somewhat Safe,Female,A lot,6,Between 10 and 30 minutes,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,12,Indigenous,0,0
210,Mexico,6,NA,Very Unsafe,Female,None,5,Less than 10 minutes,4,Increase punishment of criminal,Catholic,Very Important,11,Mestizo,1,0
211,Mexico,6,NA,Somewhat Unsafe,Male,Little,2,Don't Know,5,Implement preventative measures,Evangelical and Protestant,Very Important,NA,Mestizo,0,0
212,Mexico,0,1,Somewhat Safe,Male,Little,6,Less than 10 minutes,6,Both,Catholic,Very Important,2,Don't Know,0,0
213,Mexico,9,0,Somewhat Safe,Male,Some,5,More than 1 hour and up to 3 hours,3,Both,Catholic,Somewhat Important,5,Mestizo,0,0
214,Mexico,12,1,Somewhat Unsafe,Male,Little,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Not Very Important,10,White,0,0
215,Mexico,12,0,Very Unsafe,Female,Some,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Very Important,NA,Indigenous,1,1
216,Mexico,9,1,Somewhat Safe,Female,None,5,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Very Important,7,Mestizo,0,0
217,Mexico,12,1,Very Unsafe,Female,Some,2,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,NA,Mestizo,0,1
218,Mexico,9,1,Very Unsafe,Female,Some,1,More than 3 hours,9,Implement preventative measures,Evangelical and Protestant,Very Important,12,Mestizo,0,0
219,Mexico,9,0,Somewhat Safe,Male,Little,4,[Don't Read] There are no police/they would not come,6,Increase punishment of criminal,Catholic,Very Important,2,Don't Know,0,0
220,Mexico,6,0,Somewhat Safe,Male,Little,2,Between 10 and 30 minutes,2,Both,Catholic,Very Important,12,Mestizo,0,0
221,Mexico,7,1,Somewhat Unsafe,Female,A lot,2,More than 30 minutes and up to an hour,1,Both,Catholic,Somewhat Important,10,White,0,1
222,Mexico,1,0,Somewhat Unsafe,Male,Little,1,[Don't Read] There are no police/they would not come,1,Implement preventative measures,Catholic,Not Important at All,6,Mestizo,0,0
223,Mexico,14,0,Very Safe,Female,Some,4,More than 30 minutes and up to an hour,3,Implement preventative measures,Catholic,Somewhat Important,12,Mestizo,0,0
224,Mexico,16,0,Somewhat Safe,Male,Some,4,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Not Very Important,12,Mestizo,1,NA
225,Mexico,12,0,Somewhat Unsafe,Male,Little,2,More than 3 hours,1,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Very Important,13,Mestizo,0,1
226,Mexico,3,1,Somewhat Safe,Female,Little,6,Between 10 and 30 minutes,3,Increase punishment of criminal,Catholic,Not Very Important,10,No Response,1,0
227,Mexico,12,0,Somewhat Unsafe,Female,Some,2,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Very Important,NA,White,0,0
228,Mexico,4,1,Somewhat Unsafe,Male,Little,1,More than 3 hours,5,Implement preventative measures,Catholic,Not Very Important,1,Indigenous,0,0
229,Mexico,9,1,Somewhat Unsafe,Male,Little,2,More than 3 hours,5,Increase punishment of criminal,Catholic,Somewhat Important,6,Mestizo,1,0
230,Mexico,9,1,Somewhat Safe,Female,Some,3,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,Catholic,Very Important,NA,Mestizo,0,0
231,Mexico,12,NA,Somewhat Unsafe,Female,None,4,[Don't Read] There are no police/they would not come,5,Increase punishment of criminal,Catholic,Very Important,11,Mestizo,0,0
232,Mexico,7,0,Very Safe,Male,None,1,More than 30 minutes and up to an hour,9,Increase punishment of criminal,Catholic,Very Important,6,Mestizo,0,0
233,Mexico,11,0,Very Unsafe,Male,None,1,More than 30 minutes and up to an hour,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,2,Mestizo,0,1
234,Mexico,6,1,Somewhat Unsafe,Female,None,4,Don't Know,1,Implement preventative measures,Catholic,Somewhat Important,9,Mestizo,0,1
235,Mexico,10,1,Very Unsafe,Female,None,2,Between 10 and 30 minutes,10,Increase punishment of criminal,Non-Christian Eastern Religion,Very Important,9,Indigenous,0,1
236,Mexico,0,0,Somewhat Unsafe,Male,None,4,[Don't Read] There are no police/they would not come,7,Implement preventative measures,Catholic,Very Important,1,Don't Know,0,0
237,Mexico,17,0,Somewhat Safe,Male,None,3,Less than 10 minutes,5,Implement preventative measures,Catholic,Very Important,12,Mestizo,0,0
238,Mexico,11,1,Somewhat Safe,Male,None,1,More than 1 hour and up to 3 hours,8,Both,Catholic,Somewhat Important,5,Mestizo,1,0
239,Mexico,12,1,Somewhat Safe,Female,Little,2,Between 10 and 30 minutes,3,Implement preventative measures,Catholic,Somewhat Important,2,Mestizo,0,0
240,Mexico,6,0,Somewhat Safe,Female,Some,5,More than 30 minutes and up to an hour,6,Implement preventative measures,Catholic,Very Important,7,Don't Know,0,0
241,Mexico,5,1,Very Unsafe,Female,Some,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Very Important,NA,Mestizo,0,0
242,Mexico,4,NA,Somewhat Unsafe,Female,Little,1,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,NA,Mestizo,0,0
243,Mexico,18,NA,Somewhat Unsafe,Female,None,1,[Don't Read] There are no police/they would not come,1,Implement preventative measures,Catholic,Somewhat Important,6,White,1,0
244,Mexico,12,1,Somewhat Safe,Male,Some,5,Between 10 and 30 minutes,4,Implement preventative measures,Catholic,Somewhat Important,5,White,0,0
245,Mexico,9,1,Very Safe,Male,Little,4,Between 10 and 30 minutes,3,Implement preventative measures,Catholic,Somewhat Important,6,White,0,0
246,Mexico,11,0,Somewhat Safe,Male,Some,5,Between 10 and 30 minutes,NA,Increase punishment of criminal,Catholic,Not Very Important,12,Mestizo,0,0
247,Mexico,8,1,Somewhat Unsafe,Male,None,1,Between 10 and 30 minutes,3,Increase punishment of criminal,Catholic,Not Very Important,6,White,0,1
248,Mexico,6,1,Somewhat Safe,Male,Don't Know,5,Between 10 and 30 minutes,NA,Implement preventative measures,Catholic,Very Important,NA,White,0,0
249,Mexico,16,0,Somewhat Safe,Male,Little,3,More than 30 minutes and up to an hour,2,Implement preventative measures,Catholic,Very Important,14,Mestizo,0,1
250,Mexico,15,0,Very Unsafe,Male,None,1,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Catholic,Somewhat Important,14,Mestizo,0,1
251,Mexico,17,0,Somewhat Unsafe,Male,None,1,More than 1 hour and up to 3 hours,6,Both,Catholic,Not Very Important,4,Mestizo,1,0
252,Mexico,9,0,Somewhat Safe,Female,Little,2,Less than 10 minutes,3,Increase punishment of criminal,Catholic,Not Very Important,7,Indigenous,0,0
253,Mexico,9,1,Somewhat Safe,Female,Some,5,Between 10 and 30 minutes,2,Both,Catholic,Somewhat Important,12,Mestizo,0,0
254,Mexico,12,0,Somewhat Safe,Male,Little,3,More than 3 hours,1,Increase punishment of criminal,Catholic,Somewhat Important,NA,Mulatto,1,0
255,Mexico,9,1,Very Unsafe,Female,None,3,More than 1 hour and up to 3 hours,1,Implement preventative measures,Catholic,Very Important,11,White,0,0
256,Mexico,9,1,Somewhat Safe,Male,A lot,3,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,14,Mestizo,0,0
257,Mexico,12,1,Very Unsafe,Male,Little,4,More than 1 hour and up to 3 hours,9,Implement preventative measures,Catholic,Not Very Important,NA,White,0,0
258,Mexico,12,0,Somewhat Unsafe,Female,Some,1,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Catholic,Somewhat Important,8,Indigenous,1,0
259,Mexico,5,1,Very Unsafe,Female,None,1,More than 30 minutes and up to an hour,9,Implement preventative measures,Catholic,Not Very Important,3,Mestizo,0,0
260,Mexico,15,0,Somewhat Safe,Female,Little,5,Between 10 and 30 minutes,4,Increase punishment of criminal,Non-Christian Eastern Religion,Somewhat Important,12,Mestizo,0,1
261,Mexico,9,1,Very Safe,Male,Little,4,More than 30 minutes and up to an hour,6,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,3,Don't Know,0,0
262,Mexico,12,0,Somewhat Safe,Male,Some,5,More than 30 minutes and up to an hour,4,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Mestizo,0,NA
263,Mexico,9,1,Somewhat Safe,Male,Little,2,Between 10 and 30 minutes,3,Increase punishment of criminal,Catholic,Very Important,11,Mestizo,1,0
264,Mexico,6,1,Somewhat Unsafe,Female,Little,1,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Very Important,9,White,1,0
265,Mexico,6,1,Somewhat Unsafe,Male,None,2,More than 3 hours,1,No Response,Catholic,Somewhat Important,6,Mestizo,0,0
266,Mexico,9,1,Somewhat Unsafe,Female,None,1,Between 10 and 30 minutes,8,Increase punishment of criminal,Evangelical and Protestant,Not Very Important,16,Mestizo,1,0
267,Mexico,9,NA,Somewhat Safe,Male,Some,4,Less than 10 minutes,1,Implement preventative measures,Catholic,Very Important,3,Mestizo,0,0
268,Mexico,12,1,Very Unsafe,Female,Some,3,More than 1 hour and up to 3 hours,5,Increase punishment of criminal,Catholic,Somewhat Important,NA,White,0,1
269,Mexico,3,0,Somewhat Safe,Female,Don't Know,5,Less than 10 minutes,4,Implement preventative measures,Catholic,Very Important,2,Indigenous,0,0
270,Mexico,9,0,Very Unsafe,Female,None,1,More than 1 hour and up to 3 hours,9,Increase punishment of criminal,Catholic,Very Important,3,Mestizo,1,0
271,Mexico,6,0,Somewhat Unsafe,Male,None,3,More than 1 hour and up to 3 hours,7,Increase punishment of criminal,Catholic,Somewhat Important,6,Mestizo,0,0
272,Mexico,9,NA,Somewhat Unsafe,Female,Don't Know,5,Don't Know,1,Both,Catholic,Very Important,7,Mestizo,0,NA
273,Mexico,6,1,Somewhat Unsafe,Female,Don't Know,3,More than 30 minutes and up to an hour,5,Implement preventative measures,Catholic,Somewhat Important,NA,White,0,NA
274,Mexico,6,0,Very Safe,Female,Little,5,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Not Very Important,6,Mestizo,0,0
275,Mexico,8,0,Very Safe,Female,None,7,Less than 10 minutes,1,Implement preventative measures,Catholic,Somewhat Important,8,Mestizo,0,NA
276,Mexico,6,0,Somewhat Unsafe,Male,Little,1,More than 30 minutes and up to an hour,10,Increase punishment of criminal,Catholic,Not Very Important,4,Mestizo,1,1
277,Mexico,12,0,Somewhat Unsafe,Female,None,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Somewhat Important,12,Mestizo,0,0
278,Mexico,12,1,Somewhat Unsafe,Female,Little,3,More than 1 hour and up to 3 hours,3,Increase punishment of criminal,Catholic,Not Very Important,NA,White,0,0
279,Mexico,9,1,Somewhat Safe,Male,A lot,4,More than 3 hours,7,Increase punishment of criminal,Catholic,Very Important,NA,White,1,1
280,Mexico,9,1,Somewhat Unsafe,Male,Some,5,Between 10 and 30 minutes,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,NA,White,1,0
281,Mexico,6,0,Somewhat Safe,Female,Some,2,Between 10 and 30 minutes,4,Implement preventative measures,Catholic,Not Very Important,7,Indigenous,0,0
282,Mexico,9,1,Very Unsafe,Male,Little,7,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,2,Don't Know,0,1
283,Mexico,9,0,Somewhat Safe,Female,Some,1,Less than 10 minutes,2,Implement preventative measures,Catholic,Somewhat Important,11,Indigenous,0,1
284,Mexico,6,1,Somewhat Safe,Female,Some,1,More than 1 hour and up to 3 hours,2,Increase punishment of criminal,Catholic,Very Important,0,Don't Know,0,0
285,Mexico,6,1,Somewhat Unsafe,Female,Little,3,More than 1 hour and up to 3 hours,6,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,5,Don't Know,0,0
286,Mexico,12,0,Somewhat Unsafe,Female,None,3,Between 10 and 30 minutes,4,Increase punishment of criminal,Catholic,Not Very Important,8,White,0,0
287,Mexico,16,1,Somewhat Unsafe,Female,Some,1,More than 30 minutes and up to an hour,2,Increase punishment of criminal,Catholic,Very Important,11,Mestizo,0,NA
288,Mexico,9,0,Somewhat Safe,Male,Little,3,More than 1 hour and up to 3 hours,8,Both,Catholic,Not Very Important,7,Don't Know,0,0
