r_id,pais,ur,q2,q1,clien1,ed,tamano,cp5,cp8,cp9,cp13,q10
351,Mexico,Urban,49,Male,Nunca,9,Medium City,4,4,4,4,6
352,Mexico,Urban,32,Female,Frecuentemente,9,Medium City,4,4,4,4,2
353,Mexico,Urban,52,Female,Nunca,12,Small City,2,4,4,4,5
354,Mexico,Urban,29,Female,Frecuentemente,11,Small City,4,4,4,3,2
355,Mexico,Rural,61,Female,Frecuentemente,6,Rural Area,4,4,4,4,0
356,Mexico,Urban,36,Female,Frecuentemente,5,Large City,4,4,4,4,1
357,Mexico,Urban,63,Female,Nunca,11,National Capital (Metropolitan area),4,2,4,4,3
358,Mexico,Urban,23,Male,Nunca,12,Small City,4,4,4,4,NA
359,Mexico,Urban,22,Male,Nunca,10,Large City,4,4,4,4,7
360,Mexico,Urban,25,Female,Nunca,9,Medium City,4,4,4,4,10
361,Mexico,Urban,23,Female,Nunca,12,Medium City,1,3,3,3,0
362,Mexico,Rural,39,Male,Rara vez,6,Rural Area,3,4,3,4,3
363,Mexico,Urban,21,Male,Nunca,15,Medium City,4,4,4,3,8
364,Mexico,Urban,48,Female,Nunca,6,National Capital (Metropolitan area),4,4,3,4,4
365,Mexico,Rural,18,Male,Nunca,9,Rural Area,4,4,4,4,8
366,Mexico,Urban,57,Male,Nunca,3,Large City,4,2,2,3,1
367,Mexico,Urban,42,Female,Nunca,6,Large City,3,4,4,4,1
368,Mexico,Urban,42,Female,Nunca,16,Medium City,3,4,4,3,NA
369,Mexico,Urban,27,Female,Nunca,12,Large City,4,4,4,4,7
370,Mexico,Urban,65,Female,Rara vez,2,National Capital (Metropolitan area),3,3,3,3,2
371,Mexico,Urban,27,Female,Nunca,12,Large City,4,4,4,4,4
372,Mexico,Urban,38,Female,Nunca,9,Large City,4,4,4,NA,3
373,Mexico,Urban,55,Male,Nunca,6,Medium City,4,3,3,4,2
374,Mexico,Urban,53,Female,Rara vez,0,Large City,4,4,4,3,3
375,Mexico,Urban,18,Male,Nunca,11,Medium City,4,4,1,4,3
376,Mexico,Rural,38,Female,Nunca,0,Rural Area,4,4,4,4,3
377,Mexico,Rural,65,Male,Frecuentemente,6,Rural Area,2,2,4,4,3
378,Mexico,Urban,47,Male,Nunca,12,Medium City,3,3,2,2,8
379,Mexico,Urban,55,Male,Not Applicable,6,Small City,4,4,4,4,NA
380,Mexico,Urban,41,Female,Nunca,5,National Capital (Metropolitan area),4,4,4,4,2
381,Mexico,Urban,43,Female,Nunca,6,Small City,2,4,4,4,3
382,Mexico,Urban,18,Male,Nunca,12,Medium City,4,4,4,4,5
383,Mexico,Urban,34,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,4
384,Mexico,Urban,59,Female,Nunca,6,Large City,4,4,4,4,2
385,Mexico,Urban,26,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,5
386,Mexico,Urban,30,Male,Nunca,2,Medium City,4,4,4,4,2
387,Mexico,Urban,36,Female,Rara vez,9,Small City,2,4,2,4,2
388,Mexico,Rural,53,Male,Nunca,0,Rural Area,3,3,4,4,NA
389,Mexico,Urban,72,Male,Nunca,6,Large City,4,3,4,4,NA
390,Mexico,Rural,28,Male,Nunca,9,Rural Area,4,4,4,4,3
391,Mexico,Urban,22,Male,Nunca,14,Large City,4,4,4,4,5
392,Mexico,Urban,65,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,1
393,Mexico,Rural,50,Male,Nunca,3,Rural Area,3,2,2,3,4
394,Mexico,Rural,18,Female,Nunca,6,Rural Area,4,4,4,4,2
395,Mexico,Rural,54,Male,Nunca,2,Rural Area,4,3,3,4,2
396,Mexico,Rural,32,Male,Frecuentemente,6,Large City,4,4,4,4,6
397,Mexico,Rural,39,Female,Nunca,17,Rural Area,4,4,4,4,7
398,Mexico,Urban,24,Female,Nunca,9,Small City,4,4,4,4,NA
399,Mexico,Urban,27,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,2,7
400,Mexico,Urban,19,Female,Nunca,12,Small City,4,4,4,4,6
401,Mexico,Urban,21,Male,Frecuentemente,12,Large City,4,4,3,4,3
402,Mexico,Urban,22,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,8
403,Mexico,Urban,47,Male,Nunca,9,Large City,2,1,3,4,8
404,Mexico,Rural,44,Male,Nunca,12,Large City,4,4,4,4,NA
405,Mexico,Urban,46,Male,Nunca,16,Large City,4,1,2,4,7
406,Mexico,Urban,35,Male,Nunca,18,Medium City,4,4,2,4,NA
407,Mexico,Urban,28,Male,Nunca,9,Large City,4,4,4,4,9
408,Mexico,Urban,34,Female,Nunca,12,Small City,4,4,4,4,2
409,Mexico,Urban,48,Female,Nunca,6,Medium City,3,3,4,4,1
410,Mexico,Urban,24,Female,Nunca,12,Small City,4,4,4,4,2
411,Mexico,Urban,20,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,2
412,Mexico,Urban,29,Female,Nunca,12,Medium City,4,4,4,4,6
413,Mexico,Urban,40,Female,Nunca,17,Medium City,2,2,4,4,7
414,Mexico,Urban,39,Male,Nunca,17,National Capital (Metropolitan area),2,3,2,3,3
415,Mexico,Urban,28,Female,Nunca,9,Small City,4,3,4,4,1
416,Mexico,Rural,28,Male,Nunca,12,Rural Area,4,4,2,4,5
417,Mexico,Rural,46,Male,Nunca,12,Rural Area,3,3,4,4,5
418,Mexico,Urban,28,Female,Rara vez,0,Large City,4,4,4,4,3
419,Mexico,Rural,28,Female,Nunca,6,Rural Area,4,4,4,4,2
420,Mexico,Urban,71,Female,Nunca,3,Small City,4,4,4,4,3
421,Mexico,Urban,26,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,6
422,Mexico,Urban,27,Male,Nunca,12,Large City,4,4,2,4,9
423,Mexico,Rural,30,Female,Nunca,14,Rural Area,3,3,4,4,2
424,Mexico,Rural,41,Female,Nunca,6,Large City,4,4,4,3,2
425,Mexico,Urban,62,Male,Nunca,2,Large City,3,2,4,3,4
426,Mexico,Urban,62,Female,Nunca,12,Medium City,4,4,4,3,NA
427,Mexico,Urban,64,Female,Nunca,1,Large City,4,3,4,4,2
428,Mexico,Urban,26,Male,Nunca,3,National Capital (Metropolitan area),3,3,4,4,2
429,Mexico,Urban,32,Female,Rara vez,9,National Capital (Metropolitan area),4,3,4,3,2
430,Mexico,Urban,21,Female,Rara vez,10,Large City,4,4,4,4,5
431,Mexico,Rural,35,Male,Nunca,16,Rural Area,2,2,2,4,7
432,Mexico,Urban,58,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,4,5
433,Mexico,Rural,48,Male,Nunca,4,Rural Area,3,4,2,NA,0
434,Mexico,Urban,58,Female,Frecuentemente,0,National Capital (Metropolitan area),4,4,4,4,1
435,Mexico,Rural,18,Male,Nunca,9,Rural Area,4,4,4,4,2
436,Mexico,Urban,54,Female,Nunca,11,Small City,4,4,4,4,5
437,Mexico,Urban,42,Male,Nunca,9,Large City,4,4,4,4,1
438,Mexico,Urban,57,Female,Rara vez,3,Large City,4,4,4,4,3
439,Mexico,Urban,54,Female,Nunca,6,Small City,4,4,4,4,2
440,Mexico,Urban,30,Female,Nunca,9,Small City,4,4,4,4,3
441,Mexico,Urban,20,Male,Nunca,12,Small City,4,4,4,4,2
442,Mexico,Urban,20,Male,Nunca,15,National Capital (Metropolitan area),3,4,4,4,NA
443,Mexico,Urban,52,Female,Nunca,0,Small City,4,4,4,4,3
444,Mexico,Urban,63,Female,Nunca,0,Large City,4,3,4,4,0
445,Mexico,Urban,33,Female,Nunca,6,National Capital (Metropolitan area),1,4,4,4,4
446,Mexico,Urban,31,Female,Nunca,9,Small City,4,4,4,4,NA
447,Mexico,Urban,49,Male,Nunca,6,Medium City,2,4,4,4,2
448,Mexico,Urban,61,Male,Nunca,6,Large City,4,4,4,4,3
449,Mexico,Urban,25,Male,Nunca,3,Small City,3,4,4,4,2
450,Mexico,Urban,19,Female,Frecuentemente,9,Medium City,4,4,4,4,2
451,Mexico,Rural,61,Male,Nunca,12,Rural Area,4,4,3,4,6
452,Mexico,Urban,78,Female,Nunca,3,Large City,NA,4,4,4,0
453,Mexico,Urban,35,Male,Nunca,8,Small City,2,2,4,4,8
454,Mexico,Rural,NA,Female,Not Applicable,9,Large City,1,1,4,4,NA
455,Mexico,Rural,29,Female,Nunca,3,Rural Area,4,4,4,3,4
456,Mexico,Rural,73,Female,Nunca,4,Large City,3,4,4,4,2
457,Mexico,Urban,64,Male,Nunca,12,Small City,2,3,4,4,4
458,Mexico,Urban,21,Female,Nunca,9,Large City,4,4,4,4,2
459,Mexico,Rural,41,Male,Nunca,9,Rural Area,4,4,4,4,4
460,Mexico,Urban,69,Male,Nunca,5,National Capital (Metropolitan area),4,3,4,4,3
461,Mexico,Rural,75,Female,Nunca,3,Rural Area,4,4,4,4,2
462,Mexico,Urban,51,Male,Nunca,3,Large City,4,4,4,4,6
463,Mexico,Rural,47,Female,Nunca,3,Rural Area,4,2,4,4,5
464,Mexico,Rural,34,Female,Nunca,9,Rural Area,3,3,4,4,5
465,Mexico,Urban,46,Male,Frecuentemente,10,Large City,3,4,4,NA,7
466,Mexico,Rural,45,Male,Nunca,9,Rural Area,4,4,4,3,NA
467,Mexico,Urban,20,Female,Nunca,12,Small City,4,4,4,4,1
468,Mexico,Urban,45,Male,Nunca,9,Large City,4,4,4,4,3
469,Mexico,Urban,48,Female,Nunca,1,Medium City,4,4,4,3,3
470,Mexico,Urban,69,Female,Nunca,6,National Capital (Metropolitan area),3,4,2,4,1
471,Mexico,Urban,44,Male,Nunca,9,Large City,4,4,4,4,3
472,Mexico,Urban,46,Female,Rara vez,6,Small City,4,4,4,4,2
473,Mexico,Rural,73,Male,Nunca,2,Rural Area,4,3,4,4,4
474,Mexico,Rural,40,Male,Nunca,17,Large City,3,4,3,4,5
475,Mexico,Urban,78,Female,Nunca,8,National Capital (Metropolitan area),3,4,4,4,5
476,Mexico,Urban,27,Male,Nunca,18,Small City,4,4,4,4,10
477,Mexico,Urban,33,Male,Nunca,7,Small City,3,2,4,1,4
478,Mexico,Urban,75,Female,Nunca,9,Small City,3,4,4,4,3
479,Mexico,Rural,42,Male,Rara vez,7,Rural Area,3,4,4,2,3
480,Mexico,Urban,21,Male,Nunca,15,Medium City,4,4,4,4,5
481,Mexico,Rural,57,Female,Nunca,6,Rural Area,4,4,4,4,1
482,Mexico,Urban,45,Male,Nunca,6,Small City,4,4,4,4,7
483,Mexico,Rural,18,Female,Nunca,9,Large City,4,4,4,4,2
484,Mexico,Urban,37,Male,Frecuentemente,9,Small City,4,4,4,4,8
485,Mexico,Rural,55,Female,Nunca,8,Rural Area,4,4,4,4,1
486,Mexico,Urban,65,Male,Frecuentemente,2,Small City,2,1,NA,3,2
487,Mexico,Urban,28,Female,Nunca,6,Small City,4,4,4,4,3
488,Mexico,Rural,61,Male,Nunca,4,Rural Area,2,2,4,2,5
489,Mexico,Urban,47,Male,Nunca,8,Small City,3,3,4,4,8
490,Mexico,Urban,21,Male,Nunca,9,National Capital (Metropolitan area),4,4,3,4,4
491,Mexico,Urban,20,Male,Nunca,9,Small City,4,4,4,4,2
492,Mexico,Urban,18,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,7
493,Mexico,Rural,32,Male,Rara vez,12,Rural Area,2,2,4,4,6
494,Mexico,Urban,30,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,4,8
495,Mexico,Rural,24,Male,Nunca,9,Large City,4,4,4,4,NA
496,Mexico,Rural,42,Male,Nunca,16,Rural Area,3,3,2,4,3
497,Mexico,Urban,40,Male,Nunca,13,Medium City,4,4,4,4,10
498,Mexico,Rural,27,Female,Nunca,2,Rural Area,4,4,4,4,1
499,Mexico,Urban,33,Male,Nunca,16,Small City,4,4,NA,4,9
500,Mexico,Rural,41,Female,Nunca,12,Rural Area,3,3,4,3,3
501,Mexico,Urban,48,Female,Nunca,9,Small City,1,2,3,2,8
502,Mexico,Urban,31,Male,Nunca,6,Large City,4,4,4,4,7
503,Mexico,Urban,75,Male,Nunca,0,Small City,4,4,4,4,3
504,Mexico,Urban,24,Female,Nunca,9,Medium City,4,4,4,3,4
505,Mexico,Urban,23,Female,Nunca,18,Small City,2,4,4,4,7
506,Mexico,Urban,34,Male,Nunca,18,Large City,4,4,4,4,NA
507,Mexico,Urban,18,Male,Nunca,11,Small City,3,3,3,4,3
508,Mexico,Rural,18,Male,Nunca,6,Rural Area,4,4,4,4,1
509,Mexico,Urban,27,Male,Nunca,17,Small City,4,4,4,4,5
510,Mexico,Rural,58,Female,Nunca,0,Rural Area,4,4,4,4,NA
511,Mexico,Rural,31,Female,Nunca,12,Rural Area,4,4,4,3,1
512,Mexico,Rural,50,Female,Nunca,0,Rural Area,4,3,4,4,NA
513,Mexico,Urban,35,Male,Rara vez,9,National Capital (Metropolitan area),4,3,4,4,5
514,Mexico,Urban,23,Male,Nunca,9,Large City,4,4,4,4,6
515,Mexico,Rural,21,Male,Nunca,9,Large City,4,4,1,4,6
516,Mexico,Urban,18,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,3
517,Mexico,Urban,38,Female,Nunca,10,Large City,4,4,4,4,1
518,Mexico,Urban,35,Male,Rara vez,9,Medium City,3,3,4,4,NA
519,Mexico,Rural,35,Female,Nunca,9,Rural Area,3,3,4,4,4
520,Mexico,Urban,23,Female,Nunca,12,Small City,3,3,4,4,8
521,Mexico,Urban,32,Female,Nunca,3,Medium City,3,2,4,2,0
522,Mexico,Urban,50,Male,Nunca,14,Large City,4,4,4,4,8
523,Mexico,Rural,19,Female,Nunca,12,Rural Area,4,4,4,4,6
524,Mexico,Urban,24,Male,Nunca,11,Medium City,2,2,4,1,2
525,Mexico,Rural,37,Male,Rara vez,11,Large City,1,4,4,4,10
526,Mexico,Urban,29,Female,Nunca,5,Medium City,4,4,4,4,NA
527,Mexico,Rural,32,Male,Rara vez,9,Rural Area,4,4,4,4,6
528,Mexico,Rural,41,Male,Nunca,10,Large City,3,4,4,4,7
529,Mexico,Rural,29,Female,Nunca,9,Rural Area,4,4,4,4,3
530,Mexico,Rural,49,Male,Nunca,1,Rural Area,3,4,2,4,2
531,Mexico,Urban,33,Male,Rara vez,10,National Capital (Metropolitan area),2,2,3,4,2
532,Mexico,Urban,62,Male,Nunca,0,Small City,4,4,4,4,1
533,Mexico,Urban,48,Male,Nunca,12,Large City,3,3,3,4,7
534,Mexico,Urban,81,Male,Rara vez,2,National Capital (Metropolitan area),4,4,4,4,2
535,Mexico,Urban,59,Female,Nunca,6,Small City,4,3,4,4,1
536,Mexico,Urban,33,Male,Nunca,12,Small City,3,4,4,4,3
537,Mexico,Urban,23,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,4,NA
538,Mexico,Urban,35,Male,Frecuentemente,17,Large City,3,4,4,4,6
539,Mexico,Rural,21,Female,Nunca,15,Rural Area,4,3,3,4,6
540,Mexico,Rural,47,Female,Nunca,0,Rural Area,4,3,4,4,1
541,Mexico,Urban,21,Male,Nunca,12,Large City,4,4,4,4,2
542,Mexico,Urban,30,Male,Nunca,6,Medium City,3,2,4,3,3
543,Mexico,Urban,28,Male,Nunca,9,Small City,3,4,4,2,6
544,Mexico,Urban,49,Female,Nunca,2,Large City,4,4,4,4,3
545,Mexico,Urban,73,Male,Nunca,2,Medium City,4,4,2,4,2
546,Mexico,Urban,45,Male,Nunca,10,National Capital (Metropolitan area),4,3,4,3,2
547,Mexico,Urban,47,Female,Rara vez,12,National Capital (Metropolitan area),2,3,4,3,2
548,Mexico,Urban,51,Female,Nunca,6,National Capital (Metropolitan area),4,3,4,4,1
549,Mexico,Rural,22,Female,Nunca,15,Rural Area,3,4,4,4,3
550,Mexico,Rural,18,Male,Nunca,9,Rural Area,2,3,4,4,5
551,Mexico,Urban,21,Male,Nunca,15,Small City,4,4,4,4,8
552,Mexico,Urban,22,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,4
553,Mexico,Rural,28,Female,Nunca,9,Rural Area,2,4,4,4,5
554,Mexico,Rural,38,Male,Nunca,12,Rural Area,3,4,4,4,3
555,Mexico,Urban,32,Male,Nunca,12,Large City,1,3,4,4,7
556,Mexico,Urban,72,Female,Nunca,4,Large City,4,4,4,4,3
557,Mexico,Rural,42,Male,Nunca,9,Rural Area,4,4,4,4,NA
558,Mexico,Rural,66,Female,Nunca,0,Rural Area,3,4,3,3,NA
559,Mexico,Urban,29,Male,Frecuentemente,16,Large City,4,4,4,4,10
560,Mexico,Urban,28,Female,Nunca,12,Large City,4,4,4,4,NA
561,Mexico,Urban,40,Male,Nunca,9,Medium City,3,4,3,4,4
562,Mexico,Urban,28,Female,Nunca,9,Small City,2,4,4,4,7
563,Mexico,Urban,46,Female,Nunca,9,National Capital (Metropolitan area),4,4,3,4,3
564,Mexico,Urban,28,Female,Nunca,9,Large City,4,4,4,4,2
565,Mexico,Urban,64,Female,Nunca,2,Small City,4,4,4,4,NA
566,Mexico,Urban,35,Female,Nunca,9,Small City,4,4,4,4,6
567,Mexico,Urban,20,Female,Nunca,16,Large City,3,2,4,2,7
568,Mexico,Rural,31,Male,Nunca,9,Large City,1,4,4,4,4
569,Mexico,Urban,47,Male,Nunca,18,Medium City,3,4,4,2,8
570,Mexico,Rural,39,Female,Nunca,6,Medium City,3,3,4,4,3
571,Mexico,Rural,44,Male,Nunca,1,Rural Area,4,4,4,3,NA
572,Mexico,Urban,20,Male,Rara vez,11,Small City,4,4,4,4,7
573,Mexico,Urban,29,Female,Nunca,12,Medium City,4,4,4,3,2
574,Mexico,Rural,30,Female,Nunca,6,Rural Area,4,4,4,4,1
575,Mexico,Rural,49,Female,Nunca,1,Rural Area,4,4,4,4,5
576,Mexico,Rural,28,Female,Nunca,14,Rural Area,1,4,4,4,2
577,Mexico,Urban,30,Male,Rara vez,12,Large City,3,4,4,4,9
578,Mexico,Rural,50,Male,Nunca,17,Rural Area,3,2,2,3,5
579,Mexico,Urban,48,Male,Nunca,0,National Capital (Metropolitan area),3,4,4,4,NA
580,Mexico,Urban,19,Male,Nunca,9,Medium City,4,4,4,4,2
581,Mexico,Urban,24,Male,Nunca,NA,Medium City,4,4,4,4,4
582,Mexico,Urban,24,Female,Nunca,12,Small City,3,3,4,4,4
583,Mexico,Urban,48,Female,Nunca,6,Medium City,3,4,4,4,4
584,Mexico,Urban,48,Male,Nunca,6,Large City,4,4,4,4,7
585,Mexico,Urban,38,Male,Frecuentemente,11,Medium City,4,4,4,4,6
586,Mexico,Urban,28,Female,Rara vez,12,Medium City,4,4,4,4,3
587,Mexico,Urban,45,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,2
588,Mexico,Rural,29,Male,Nunca,17,Rural Area,1,4,4,3,2
589,Mexico,Rural,19,Female,Nunca,9,Rural Area,4,4,4,4,4
590,Mexico,Urban,25,Female,Nunca,9,Small City,4,3,4,4,1
591,Mexico,Rural,46,Male,Nunca,2,Rural Area,3,3,4,4,3
592,Mexico,Urban,74,Male,Nunca,17,National Capital (Metropolitan area),2,2,4,4,9
593,Mexico,Rural,40,Female,Nunca,6,Rural Area,4,4,4,4,2
594,Mexico,Urban,18,Female,Nunca,9,Medium City,4,4,4,4,0
595,Mexico,Urban,58,Female,Nunca,12,Medium City,3,4,4,3,3
596,Mexico,Urban,35,Male,Nunca,6,Large City,3,3,4,4,3
597,Mexico,Rural,22,Male,Nunca,18,Large City,4,2,2,2,7
598,Mexico,Urban,55,Female,Nunca,1,Small City,4,4,4,4,2
599,Mexico,Urban,31,Female,Nunca,9,Large City,3,3,4,4,8
600,Mexico,Urban,67,Female,Nunca,6,Medium City,4,4,4,4,2
601,Mexico,Urban,19,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,NA
602,Mexico,Urban,38,Male,Rara vez,10,National Capital (Metropolitan area),4,3,4,4,8
603,Mexico,Urban,33,Female,Nunca,8,National Capital (Metropolitan area),4,4,3,4,4
604,Mexico,Rural,41,Male,Nunca,6,Large City,4,4,4,4,3
605,Mexico,Urban,32,Female,Rara vez,16,Large City,4,4,4,4,6
606,Mexico,Urban,31,Female,Nunca,12,Medium City,4,4,4,4,3
607,Mexico,Urban,24,Male,Nunca,10,Large City,4,4,4,4,3
608,Mexico,Rural,49,Male,Nunca,7,Rural Area,3,3,4,3,5
609,Mexico,Urban,46,Female,Nunca,9,Small City,4,4,4,4,5
610,Mexico,Urban,47,Female,Nunca,9,Medium City,2,4,1,4,3
611,Mexico,Urban,33,Male,Nunca,6,Small City,4,4,4,4,2
612,Mexico,Urban,41,Female,Nunca,3,Medium City,4,4,4,4,4
613,Mexico,Urban,38,Female,Nunca,3,Small City,3,4,3,3,2
614,Mexico,Rural,20,Female,Nunca,12,Rural Area,4,4,4,4,2
615,Mexico,Urban,54,Female,Nunca,6,Large City,3,3,2,4,7
616,Mexico,Urban,33,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,6
617,Mexico,Urban,36,Male,Nunca,6,Small City,4,4,4,4,4
618,Mexico,Rural,39,Male,Nunca,12,Rural Area,4,4,4,4,1
619,Mexico,Urban,68,Male,Nunca,0,Medium City,4,4,4,4,3
620,Mexico,Urban,53,Male,Nunca,9,National Capital (Metropolitan area),3,2,4,3,6
621,Mexico,Urban,48,Female,Nunca,9,Small City,4,4,4,4,7
622,Mexico,Urban,62,Male,Frecuentemente,12,National Capital (Metropolitan area),3,4,4,4,0
623,Mexico,Urban,70,Female,Nunca,6,Medium City,4,4,4,4,5
624,Mexico,Rural,82,Female,Nunca,9,Large City,4,4,4,4,1
625,Mexico,Urban,35,Female,Nunca,11,Medium City,1,4,2,2,5
626,Mexico,Urban,52,Female,Nunca,12,Small City,4,4,4,4,NA
627,Mexico,Urban,28,Female,Nunca,17,National Capital (Metropolitan area),4,4,4,4,3
628,Mexico,Urban,47,Female,Rara vez,12,National Capital (Metropolitan area),4,3,4,4,9
629,Mexico,Urban,36,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,4
630,Mexico,Urban,25,Female,Rara vez,11,Medium City,3,4,3,3,7
631,Mexico,Urban,37,Female,Nunca,9,Small City,3,3,4,4,5
632,Mexico,Urban,23,Female,Nunca,3,Large City,4,4,4,4,3
633,Mexico,Urban,55,Male,Nunca,12,National Capital (Metropolitan area),1,4,4,4,10
634,Mexico,Rural,27,Male,Nunca,9,Rural Area,4,3,4,4,1
635,Mexico,Urban,60,Male,Nunca,17,National Capital (Metropolitan area),3,4,4,4,NA
636,Mexico,Urban,20,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
637,Mexico,Rural,39,Female,Nunca,9,Rural Area,4,2,4,4,2
638,Mexico,Rural,70,Male,Nunca,6,Rural Area,4,4,4,4,1
639,Mexico,Urban,18,Female,Nunca,12,Large City,4,4,4,4,8
640,Mexico,Urban,28,Female,Nunca,16,Small City,4,3,4,3,6
641,Mexico,Urban,49,Male,Nunca,12,Large City,4,4,4,3,5
642,Mexico,Rural,56,Female,Nunca,0,Rural Area,4,3,3,4,1
643,Mexico,Urban,53,Male,Nunca,17,Large City,4,4,1,4,NA
644,Mexico,Urban,38,Female,Nunca,2,Large City,3,4,4,4,2
645,Mexico,Urban,24,Male,Nunca,16,Large City,2,2,2,2,10
646,Mexico,Urban,45,Male,Nunca,6,Small City,4,3,4,4,1
647,Mexico,Urban,40,Female,Nunca,12,Large City,4,4,4,4,4
648,Mexico,Rural,53,Male,Nunca,6,Rural Area,2,4,4,4,1
649,Mexico,Urban,29,Female,Nunca,6,Large City,4,4,4,4,7
650,Mexico,Urban,84,Male,Nunca,3,National Capital (Metropolitan area),2,1,2,3,1
651,Mexico,Rural,34,Male,Nunca,17,Rural Area,3,3,4,4,7
652,Mexico,Urban,53,Male,Frecuentemente,14,National Capital (Metropolitan area),4,4,4,4,5
653,Mexico,Urban,44,Female,Nunca,12,Large City,3,4,4,4,5
654,Mexico,Rural,23,Female,Nunca,17,Rural Area,1,4,4,2,3
655,Mexico,Urban,37,Female,Rara vez,6,Small City,4,4,3,4,6
656,Mexico,Rural,35,Female,Nunca,17,Rural Area,3,3,2,3,4
657,Mexico,Urban,40,Female,Nunca,3,National Capital (Metropolitan area),4,4,4,2,2
658,Mexico,Rural,40,Male,Nunca,0,Rural Area,3,4,4,4,1
659,Mexico,Urban,46,Male,Nunca,0,Medium City,2,4,4,4,4
660,Mexico,Urban,42,Male,Nunca,9,Small City,2,3,3,4,2
661,Mexico,Urban,66,Male,Nunca,0,Large City,3,4,4,4,1
662,Mexico,Urban,28,Female,Frecuentemente,9,Large City,2,2,4,4,5
663,Mexico,Rural,40,Male,Nunca,6,Medium City,4,4,3,4,8
664,Mexico,Urban,28,Female,Nunca,3,Small City,4,1,4,4,NA
665,Mexico,Rural,31,Male,Frecuentemente,7,Rural Area,2,3,3,4,3
666,Mexico,Urban,28,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,6
667,Mexico,Urban,20,Female,Nunca,9,Large City,4,4,4,4,5
668,Mexico,Urban,50,Male,Nunca,16,Large City,3,3,3,4,10
669,Mexico,Urban,20,Male,Nunca,12,National Capital (Metropolitan area),3,2,4,4,7
670,Mexico,Rural,23,Male,Nunca,9,Rural Area,2,3,3,2,7
671,Mexico,Rural,28,Male,Nunca,10,Rural Area,4,4,4,4,6
672,Mexico,Urban,23,Female,Frecuentemente,16,National Capital (Metropolitan area),1,1,4,4,9
673,Mexico,Urban,69,Male,Nunca,9,National Capital (Metropolitan area),2,2,4,4,2
674,Mexico,Urban,24,Male,Nunca,11,Small City,4,4,4,4,3
675,Mexico,Rural,26,Female,Nunca,12,Rural Area,3,3,4,3,5
676,Mexico,Urban,71,Male,Nunca,6,Medium City,4,4,4,2,5
677,Mexico,Urban,40,Female,Frecuentemente,14,Large City,3,3,3,3,3
678,Mexico,Rural,29,Female,Rara vez,11,Rural Area,3,2,4,3,NA
679,Mexico,Urban,36,Female,Nunca,0,Medium City,4,3,4,4,1
680,Mexico,Urban,21,Female,Rara vez,13,Large City,4,4,4,4,8
681,Mexico,Urban,35,Female,Nunca,12,Large City,3,4,4,4,9
682,Mexico,Urban,37,Male,Nunca,9,Large City,2,4,4,4,3
683,Mexico,Urban,39,Female,Nunca,9,Small City,4,4,4,4,6
684,Mexico,Urban,18,Female,Nunca,11,Small City,3,4,4,4,2
685,Mexico,Urban,28,Male,Frecuentemente,16,Small City,2,2,4,4,5
686,Mexico,Urban,30,Female,Rara vez,9,Large City,3,3,4,3,2
687,Mexico,Urban,18,Female,Nunca,3,Medium City,4,4,4,4,5
688,Mexico,Urban,38,Male,Nunca,9,Large City,4,4,4,4,4
689,Mexico,Urban,19,Male,Nunca,8,Small City,4,4,4,4,5
690,Mexico,Urban,21,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
691,Mexico,Rural,53,Female,Nunca,9,Rural Area,4,4,4,1,10
692,Mexico,Urban,29,Female,Nunca,12,Small City,4,4,4,4,7
693,Mexico,Urban,67,Female,Nunca,0,Large City,4,4,4,4,NA
694,Mexico,Urban,25,Male,Nunca,9,Small City,4,4,4,4,6
695,Mexico,Urban,36,Male,Nunca,3,National Capital (Metropolitan area),4,4,4,4,2
696,Mexico,Rural,50,Female,Nunca,9,Medium City,4,4,4,4,8
697,Mexico,Urban,65,Female,Nunca,1,Small City,4,4,4,4,2
698,Mexico,Rural,35,Male,Nunca,5,Rural Area,4,4,3,4,1
699,Mexico,Urban,22,Male,Nunca,11,Small City,3,3,4,4,6
700,Mexico,Urban,49,Male,Nunca,9,National Capital (Metropolitan area),3,4,4,4,6
701,Mexico,Urban,35,Male,Nunca,10,Small City,3,3,4,4,8
702,Mexico,Urban,33,Male,Rara vez,12,Large City,4,NA,4,4,7
703,Mexico,Urban,44,Male,Nunca,9,Small City,3,4,3,4,8
