ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,40,Hombre,6,4,4,Jair Bolsonaro (PSL),2,2,Católico,9,Diariamente,2,A Favor,SANTARÉM,no,no,no
Urbano,53,Mujer,7,4,6,Jair Bolsonaro (PSL),1,4,Católico,16,Algunas veces a la semana,1,En contra,RIO BRANCO,yes,no,no
Urbano,81,Hombre,7,6,7,Otro,3,4,Católico,NA,Diariamente,1,En contra,ITACOATIARA,yes,no,no
Urbano,26,Hombre,5,1,4,Ciro Gomes (PDT),3,15,Agnóstico o ateo (no cree en Dios),7,Diariamente,9,A Favor,ITACOATIARA,no,no,no
Urbano,29,Mujer,3,1,1,No responde,1,11,Religiones Tradicionales,6,Diariamente,10,A Favor,SANTARÉM,yes,no,no
Urbano,52,Hombre,7,1,5,Jair Bolsonaro (PSL),5,8,Católico,12,Algunas veces a la semana,1,A Favor,BELÉM,no,no,no
Rural,77,Hombre,4,1,1,Fernando Haddad (PT),10,0,Católico,8,Diariamente,1,En contra,MANAQUIRI,no,no,no
Urbano,27,Mujer,4,2,5,No responde,2,11,Católico,2,Diariamente,10,En contra,BELÉM,yes,no,no
Urbano,35,Hombre,NA,NA,6,Fernando Haddad (PT),10,2,No responde,8,Diariamente,5,No responde,MACAPÁ,no,no,no
Urbano,62,Hombre,7,7,6,Jair Bolsonaro (PSL),1,3,Evangélica y Pentecostal,4,Algunas veces a la semana,1,A Favor,RIO BRANCO,no,yes,no
Urbano,16,Mujer,6,2,4,No Aplica,1,9,Evangélica y Pentecostal,1,Nunca,4,En contra,BURITIS,no,no,no
Urbano,28,Mujer,5,NA,NA,Jair Bolsonaro (PSL),NA,11,Evangélica y Pentecostal,4,Algunas veces a la semana,1,No sabe,MANAUS,no,no,no
Rural,50,Mujer,7,1,7,Ciro Gomes (PDT),10,11,Católico,4,Diariamente,10,En contra,SANTANA DO ARAGUAIA,no,no,no
Rural,24,Mujer,6,5,4,No responde,8,11,Católico,7,Algunas veces a la semana,10,A Favor,SANTANA DO ARAGUAIA,no,yes,no
Rural,16,Mujer,7,4,7,No Aplica,1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",15,Algunas veces al mes,10,A Favor,SANTANA DO ARAGUAIA,no,no,no
Urbano,38,Mujer,7,1,1,Jair Bolsonaro (PSL),1,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Algunas veces a la semana,10,A Favor,PORTO VELHO,no,yes,no
Rural,25,Mujer,7,6,1,Fernando Haddad (PT),7,10,Católico,1,Diariamente,9,A Favor,CAMETÁ,no,no,no
Rural,43,Hombre,2,1,7,No Aplica,1,4,Evangélica y Pentecostal,4,Diariamente,1,En contra,CODAJÁS,no,no,no
Urbano,45,Mujer,5,2,5,Jair Bolsonaro (PSL),5,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,5,En contra,MANAUS,yes,no,no
Urbano,24,Hombre,7,2,5,Otro,5,10,Católico,NA,Diariamente,5,A Favor,MANAUS,yes,no,no
Urbano,49,Mujer,7,4,4,Jair Bolsonaro (PSL),1,5,Católico,3,No responde,1,A Favor,MARABÁ,no,yes,no
Urbano,41,Mujer,6,1,5,Jair Bolsonaro (PSL),1,11,Católico,5,Diariamente,4,En contra,MANAUS,no,no,no
Rural,19,Hombre,7,5,4,Fernando Haddad (PT),6,8,Católico,2,Nunca,5,A Favor,CAMETÁ,no,no,no
Rural,16,Hombre,7,1,7,No Aplica,1,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",1,Algunas veces al mes,1,No responde,SANTANA DO ARAGUAIA,no,no,no
Urbano,43,Hombre,7,4,1,Jair Bolsonaro (PSL),8,9,Evangélica y Pentecostal,0,Diariamente,1,A Favor,MANAUS,no,no,no
Urbano,25,Hombre,3,1,7,Fernando Haddad (PT),10,11,Católico,5,Algunas veces al mes,10,A Favor,BELÉM,no,yes,no
Urbano,34,Mujer,7,3,6,Fernando Haddad (PT),2,11,Católico,4,Diariamente,6,En contra,BELÉM,no,yes,no
Urbano,17,Hombre,7,3,4,No Aplica,9,10,Católico,4,Diariamente,8,A Favor,MANAUS,yes,no,no
Urbano,71,Hombre,5,5,4,No Aplica,7,4,Evangélica y Pentecostal,7,Diariamente,2,A Favor,BOA VISTA,yes,no,no
Urbano,66,Hombre,7,4,5,Fernando Haddad (PT),5,10,Evangélica y Pentecostal,10,Diariamente,1,En contra,BELÉM,no,yes,no
Urbano,19,Mujer,7,3,4,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,0,Diariamente,5,A Favor,BURITIS,no,no,no
Urbano,31,Hombre,7,5,4,Jair Bolsonaro (PSL),1,11,Católico,12,Diariamente,4,A Favor,BOA VISTA,no,yes,no
Urbano,30,Mujer,6,2,4,Jair Bolsonaro (PSL),5,11,Católico,2,Algunas veces a la semana,10,A Favor,MANAUS,yes,no,no
Rural,19,Hombre,3,1,6,No sabe,4,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,10,A Favor,CODAJÁS,no,no,no
Urbano,39,Mujer,3,1,1,Fernando Haddad (PT),10,11,Evangélica y Pentecostal,12,Diariamente,3,A Favor,SALVADOR,no,no,no
Urbano,84,Mujer,6,2,5,No Aplica,7,1,Católico,4,Diariamente,1,A Favor,PARNAMIRIM,no,no,no
Urbano,57,Mujer,7,1,7,Jair Bolsonaro (PSL),10,11,Católico,4,Diariamente,10,A Favor,VERA CRUZ,no,no,no
Urbano,21,Hombre,7,1,1,Jair Bolsonaro (PSL),1,11,Católico,4,Diariamente,10,En contra,ITABAIANA,yes,no,no
Rural,36,Hombre,5,5,6,Fernando Haddad (PT),7,11,Católico,3,Algunas veces a la semana,9,En contra,PETROLINA,yes,no,no
Rural,59,Hombre,7,2,7,Otro,10,1,Católico,2,Algunas veces a la semana,10,En contra,VITÓRIA DO MEARIM,NA,NA,NA
Urbano,68,Mujer,7,7,NA,No Aplica,NA,0,Evangélica y Pentecostal,NA,Algunas veces a la semana,NA,No sabe,FEIRA DE SANTANA,no,no,no
Urbano,63,Mujer,3,1,4,No sabe,1,8,Católico,10,Diariamente,5,A Favor,SATUBA,no,no,no
Urbano,57,Hombre,7,5,7,Fernando Haddad (PT),10,11,Evangélica y Pentecostal,10,Diariamente,1,En contra,IMPERATRIZ,no,no,no
Urbano,42,Mujer,6,4,5,Jair Bolsonaro (PSL),4,11,Católico,3,Diariamente,2,A Favor,LARANJEIRAS,no,no,no
Urbano,30,Mujer,1,1,NA,Ninguno (anuló su voto),9,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Nunca,NA,No responde,FEIRA DE SANTANA,yes,no,no
Urbano,40,Hombre,1,1,3,No Aplica,5,11,Católico,9,Diariamente,5,En contra,SANTO AMARO DAS BROTAS,no,yes,no
Urbano,18,Mujer,1,1,1,No sabe,10,3,Católico,NA,Algunas veces a la semana,10,A Favor,ITABAIANA,no,yes,no
Urbano,31,Hombre,3,1,3,No Aplica,1,11,Católico,4,Diariamente,1,En contra,SALVADOR,no,no,no
Urbano,37,Mujer,6,3,7,Jair Bolsonaro (PSL),1,11,Católico,0,Diariamente,10,A Favor,LARANJEIRAS,no,yes,no
Urbano,76,Mujer,7,1,6,No responde,1,11,Católico,6,Diariamente,1,En contra,RECIFE,no,yes,no
Rural,26,Mujer,6,2,5,Jair Bolsonaro (PSL),6,11,Católico,11,Diariamente,5,A Favor,ALHANDRA,no,no,no
Urbano,41,Mujer,7,4,7,No Aplica,1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",11,Diariamente,1,A Favor,BARREIRA,no,no,no
Urbano,29,Mujer,7,2,7,Fernando Haddad (PT),10,6,Católico,1,Diariamente,1,A Favor,MARACANAÚ,no,no,no
Urbano,16,Hombre,6,2,1,No Aplica,1,8,Evangélica y Pentecostal,16,Algunas veces a la semana,1,A Favor,RECIFE,no,no,no
Rural,20,Mujer,4,1,7,No responde,7,11,Agnóstico o ateo (no cree en Dios),NA,Diariamente,10,En contra,PACUJÁ,no,no,no
Urbano,29,Mujer,5,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),6,11,Católico,2,Diariamente,10,En contra,SANTO AMARO DAS BROTAS,no,yes,no
Urbano,34,Mujer,3,1,1,Ninguno (anuló su voto),4,11,Católico,0,Diariamente,2,A Favor,SANTO AMARO DAS BROTAS,no,no,no
Rural,30,Hombre,5,4,7,No responde,5,11,Católico,0,Diariamente,7,A Favor,PACUJÁ,no,yes,no
Urbano,51,Mujer,7,1,7,Jair Bolsonaro (PSL),10,3,Católico,4,Diariamente,10,A Favor,LARANJEIRAS,no,yes,no
Urbano,21,Hombre,7,2,5,No Aplica,1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Diariamente,10,En contra,FORTALEZA,no,no,no
Urbano,72,Mujer,6,1,7,Jair Bolsonaro (PSL),3,1,Evangélica y Pentecostal,10,Diariamente,1,En contra,BARREIRA,no,no,no
Urbano,31,Mujer,7,2,3,Fernando Haddad (PT),10,11,Católico,1,Diariamente,10,A Favor,FORTALEZA,no,no,no
Urbano,59,Mujer,2,5,7,No Aplica,1,4,Evangélica y Pentecostal,5,Algunas veces a la semana,1,En contra,CARUARU,no,no,no
Urbano,30,Mujer,1,1,5,Ciro Gomes (PDT),1,NA,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,10,A Favor,SATUBA,no,no,no
Urbano,34,Mujer,5,5,4,Otro,8,11,Católico,3,Algunas veces a la semana,1,A Favor,FORTALEZA,no,no,no
Rural,18,Hombre,1,1,4,No Aplica,5,11,Católico,NA,Diariamente,10,A Favor,RIACHÃO DO JACUÍPE,no,no,no
Urbano,18,Hombre,7,3,7,No Aplica,3,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,5,A Favor,SALVADOR,no,yes,no
Rural,75,Hombre,7,1,1,No Aplica,10,0,Católico,2,Diariamente,10,En contra,RIACHÃO DO JACUÍPE,NA,NA,NA
Urbano,45,Mujer,7,5,6,Fernando Haddad (PT),NA,4,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),2,Diariamente,1,En contra,VERA CRUZ,no,yes,no
Urbano,46,Mujer,6,3,3,Fernando Haddad (PT),6,9,Católico,9,Diariamente,1,En contra,SÃO LUÍS,no,no,no
Urbano,68,Mujer,6,2,5,Fernando Haddad (PT),10,NA,Católico,2,Diariamente,8,A Favor,SANTO AMARO DAS BROTAS,no,yes,no
Urbano,20,Mujer,5,1,5,Fernando Haddad (PT),7,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Algunas veces al mes,1,En contra,VERA CRUZ,yes,no,no
Urbano,38,Mujer,2,1,1,Fernando Haddad (PT),10,10,Evangélica y Pentecostal,9,Diariamente,1,No sabe,VERA CRUZ,no,no,no
Rural,29,Hombre,6,1,2,No Aplica,3,5,Católico,3,Algunas veces a la semana,10,A Favor,PACUJÁ,no,no,no
Rural,61,Hombre,7,1,6,Fernando Haddad (PT),8,4,Evangélica y Pentecostal,6,Algunas veces al mes,1,En contra,VITÓRIA DO MEARIM,no,no,no
Urbano,55,Hombre,6,2,5,Fernando Haddad (PT),5,5,Católico,3,Algunas veces a la semana,6,En contra,VERA CRUZ,yes,no,no
Urbano,64,Hombre,4,1,3,Jair Bolsonaro (PSL),1,17,Católico,16,Diariamente,6,En contra,SÃO LUÍS,no,no,no
Urbano,62,Hombre,4,1,6,Cabo Daciolo (PATRI),2,11,Otro,8,Diariamente,1,En contra,MARACANAÚ,yes,no,no
Rural,22,Hombre,7,7,7,No Aplica,10,5,Católico,1,Diariamente,4,En contra,VITÓRIA DO MEARIM,yes,no,no
Urbano,50,Hombre,6,2,5,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,2,Algunas veces a la semana,1,A Favor,BARREIRA,no,no,no
Rural,27,Hombre,4,1,5,Fernando Haddad (PT),10,NA,Católico,3,Diariamente,10,En contra,PACUJÁ,yes,no,no
Urbano,85,Hombre,4,3,7,No Aplica,1,2,Católico,NA,Algunas veces al mes,2,En contra,ITABAIANA,NA,NA,NA
Urbano,36,Hombre,5,1,7,Fernando Haddad (PT),8,9,Católico,3,Diariamente,5,A Favor,SALVADOR,no,yes,no
Urbano,25,Hombre,3,2,7,Fernando Haddad (PT),3,11,Agnóstico o ateo (no cree en Dios),2,Diariamente,10,En contra,MARACANAÚ,no,no,no
Urbano,65,Hombre,6,5,7,No sabe,5,11,Católico,15,Diariamente,10,En contra,PARNAMIRIM,no,yes,no
Urbano,24,Mujer,4,2,5,Fernando Haddad (PT),5,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),8,Algunas veces a la semana,8,A Favor,CARUARU,no,no,no
Urbano,58,Hombre,4,1,5,Ciro Gomes (PDT),1,11,Católico,4,Diariamente,1,En contra,SANTO AMARO DAS BROTAS,no,no,no
Urbano,57,Mujer,1,1,2,No sabe,4,4,Evangélica y Pentecostal,0,Algunas veces a la semana,1,En contra,FEIRA DE SANTANA,no,yes,no
Urbano,42,Mujer,3,2,3,No sabe,1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Algunas veces a la semana,4,En contra,SALVADOR,no,yes,no
Urbano,24,Mujer,5,1,5,Fernando Haddad (PT),5,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Algunas veces a la semana,5,En contra,SALVADOR,no,no,no
Urbano,55,Hombre,NA,1,7,No responde,1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",2,Diariamente,1,En contra,BARREIRA,no,no,no
Rural,17,Mujer,4,3,2,Ciro Gomes (PDT),2,10,Católico,4,Algunas veces a la semana,10,En contra,PACUJÁ,no,no,no
Urbano,26,Mujer,5,2,6,Ciro Gomes (PDT),7,17,Católico,9,Diariamente,10,En contra,JOÃO PESSOA,yes,no,no
Urbano,24,Hombre,5,2,5,Ninguno (anuló su voto),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",6,Algunas veces a la semana,1,En contra,MARACANAÚ,no,no,no
Urbano,33,Mujer,3,2,6,João Amoêdo (NOVO),7,17,Católico,13,Diariamente,1,En contra,SÃO LUÍS,no,no,no
Rural,17,Mujer,7,2,1,No Aplica,1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),2,Algunas veces a la semana,10,A Favor,SANTA MARIA DA BOA VISTA,yes,no,no
Rural,23,Hombre,7,7,1,Otro,10,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Nunca,10,En contra,SANTA MARIA DA BOA VISTA,no,yes,no
Urbano,34,Hombre,7,1,7,Jair Bolsonaro (PSL),1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",16,Diariamente,1,En contra,JABOATÃO DOS GUARARAPES,no,no,yes
Rural,36,Hombre,7,2,7,Ciro Gomes (PDT),NA,NA,Católico,NA,Algunas veces a la semana,1,No responde,PACUJÁ,yes,no,no
Rural,36,Mujer,5,1,5,No sabe,10,7,Católico,3,Diariamente,1,En contra,ALHANDRA,no,no,no
Urbano,29,Mujer,4,1,3,No Aplica,6,9,Evangélica y Pentecostal,7,Diariamente,5,A Favor,LARANJEIRAS,no,no,yes
Urbano,19,Hombre,5,2,7,Jair Bolsonaro (PSL),7,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),5,Algunas veces a la semana,10,A Favor,SÃO MIGUEL DE TAIPU,no,no,no
Urbano,34,Hombre,7,1,7,Jair Bolsonaro (PSL),3,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,10,A Favor,RECIFE,no,yes,no
Urbano,33,Hombre,7,2,6,No sabe,5,4,Católico,5,Diariamente,9,A Favor,ITABAIANA,no,no,no
Rural,51,Hombre,NA,4,6,Fernando Haddad (PT),5,4,Católico,2,Diariamente,2,En contra,PETROLINA,no,no,no
Urbano,51,Hombre,7,1,7,No Aplica,10,4,Católico,3,Diariamente,10,En contra,IMPERATRIZ,no,no,no
Urbano,43,Hombre,7,2,5,Jair Bolsonaro (PSL),3,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Algunas veces a la semana,2,En contra,RECIFE,no,no,no
Urbano,31,Hombre,7,6,6,Jair Bolsonaro (PSL),1,9,Evangélica y Pentecostal,1,Algunas veces a la semana,1,A Favor,JOÃO PESSOA,no,no,no
Urbano,20,Hombre,4,1,5,Jair Bolsonaro (PSL),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),5,Diariamente,1,A Favor,RECIFE,no,yes,no
Urbano,36,Mujer,1,1,6,Fernando Haddad (PT),5,17,Católico,13,Diariamente,7,A Favor,JABOATÃO DOS GUARARAPES,no,yes,no
Urbano,74,Hombre,7,6,7,Jair Bolsonaro (PSL),10,5,Evangélica y Pentecostal,5,Algunas veces a la semana,7,A Favor,RECIFE,no,no,no
Urbano,21,Hombre,6,5,4,Ciro Gomes (PDT),7,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,3,En contra,VERA CRUZ,no,no,no
Urbano,26,Hombre,7,1,7,No Aplica,1,3,Católico,6,Diariamente,10,A Favor,ITABAIANA,no,yes,no
Urbano,49,Mujer,4,4,4,Fernando Haddad (PT),8,11,Católico,10,Algunas veces a la semana,6,A Favor,FORTALEZA,no,no,no
Urbano,64,Mujer,6,6,7,No Aplica,NA,11,Católico,NA,Diariamente,9,En contra,SALVADOR,no,yes,no
Rural,43,Hombre,1,1,6,Jair Bolsonaro (PSL),1,4,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),13,Algunas veces al mes,1,A Favor,ALHANDRA,no,no,no
Urbano,24,Hombre,3,1,4,Jair Bolsonaro (PSL),1,11,Católico,6,Diariamente,6,A Favor,FORTALEZA,no,no,no
Urbano,35,Mujer,5,1,4,No Aplica,6,6,Católico,1,Algunas veces a la semana,6,En contra,FORTALEZA,no,no,no
Urbano,27,Mujer,1,1,7,Ciro Gomes (PDT),4,17,Religiones Tradicionales,16,Diariamente,10,En contra,SALVADOR,no,no,no
Urbano,27,Hombre,4,2,3,Fernando Haddad (PT),9,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Algunas veces al mes,5,En contra,LARANJEIRAS,no,no,no
Urbano,17,Mujer,3,4,1,Fernando Haddad (PT),10,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,9,En contra,FEIRA DE SANTANA,no,no,no
Urbano,18,Mujer,7,4,4,No Aplica,10,7,Católico,6,Diariamente,1,En contra,JABOATÃO DOS GUARARAPES,no,no,no
Urbano,28,Hombre,6,1,7,Ciro Gomes (PDT),1,10,Evangélica y Pentecostal,14,Algunas veces a la semana,1,En contra,BARREIRA,no,no,no
Urbano,69,Mujer,7,7,NA,Fernando Haddad (PT),NA,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",1,Algunas veces a la semana,NA,En contra,CONDE,no,no,no
Urbano,71,Mujer,7,7,1,No Aplica,10,5,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,1,A Favor,FORTALEZA,no,no,no
Urbano,19,Mujer,7,1,4,No Aplica,1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Algunas veces a la semana,10,A Favor,PARNAMIRIM,no,no,no
Urbano,34,Hombre,4,4,7,Fernando Haddad (PT),9,16,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Diariamente,6,En contra,BARREIRA,no,no,no
Urbano,36,Mujer,3,1,6,Jair Bolsonaro (PSL),1,NA,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Nunca,8,A Favor,SATUBA,yes,no,no
Rural,30,Mujer,3,1,4,Ciro Gomes (PDT),NA,17,Católico,10,Diariamente,2,A Favor,PETROLINA,no,no,no
Urbano,60,Hombre,5,1,4,No Aplica,1,17,Católico,11,Diariamente,6,A Favor,SALVADOR,no,yes,no
Urbano,18,Hombre,4,4,5,Fernando Haddad (PT),10,11,Católico,4,Algunas veces a la semana,10,A Favor,FORTALEZA,no,no,no
Urbano,62,Mujer,6,3,6,No responde,5,11,Católico,13,Diariamente,8,En contra,MARACANAÚ,no,no,no
Urbano,37,Hombre,7,1,5,Jair Bolsonaro (PSL),1,4,Católico,2,Diariamente,2,A Favor,MARACANAÚ,no,no,no
Urbano,17,Mujer,7,4,4,Fernando Haddad (PT),3,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,3,A Favor,JOÃO PESSOA,no,no,no
Urbano,52,Hombre,7,2,5,Otro,10,4,Católico,1,Algunas veces al mes,1,A Favor,CONDE,no,no,no
Rural,55,Mujer,NA,1,7,No sabe,10,4,Católico,1,Diariamente,10,En contra,RIACHÃO DO JACUÍPE,no,yes,no
Rural,16,Hombre,7,1,5,No Aplica,1,13,Evangélica y Pentecostal,2,Algunas veces al mes,1,A Favor,ALHANDRA,no,no,no
Rural,55,Hombre,1,1,7,No sabe,10,1,Católico,2,Diariamente,1,A Favor,SANTA MARIA DA BOA VISTA,no,no,no
Urbano,47,Mujer,4,1,3,No Aplica,4,9,Católico,4,Diariamente,6,A Favor,SÃO MIGUEL DE TAIPU,no,no,no
Urbano,59,Hombre,2,1,7,No Aplica,10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Diariamente,1,En contra,JABOATÃO DOS GUARARAPES,no,yes,no
Urbano,39,Mujer,4,1,NA,Geraldo Alckmin (PSDB),1,1,Evangélica y Pentecostal,4,Diariamente,1,A Favor,SÃO MIGUEL DE TAIPU,no,no,no
Urbano,37,Mujer,7,7,1,Fernando Haddad (PT),1,11,Católico,9,Algunas veces a la semana,10,A Favor,CONDE,no,no,no
Urbano,24,Mujer,5,1,7,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",5,Diariamente,1,En contra,BARREIRA,no,no,no
Rural,82,Mujer,1,2,4,Fernando Haddad (PT),6,0,Católico,4,Algunas veces a la semana,7,En contra,RIACHÃO DO JACUÍPE,no,no,no
Rural,49,Mujer,6,2,5,Jair Bolsonaro (PSL),NA,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",0,Algunas veces a la semana,1,En contra,ALHANDRA,no,no,no
Urbano,38,Hombre,7,2,4,Ninguno (anuló su voto),1,7,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,1,En contra,SATUBA,no,no,no
Urbano,31,Hombre,6,4,4,Jair Bolsonaro (PSL),1,NA,Católico,8,Diariamente,1,A Favor,SATUBA,no,no,no
Urbano,19,Mujer,6,5,4,No Aplica,10,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,10,A Favor,CONDE,no,no,no
Urbano,52,Mujer,7,1,6,No responde,10,9,Católico,NA,Diariamente,7,En contra,SALVADOR,no,yes,no
Urbano,57,Mujer,4,1,7,No Aplica,1,11,Católico,6,Diariamente,10,En contra,SALVADOR,no,yes,no
Urbano,49,Hombre,6,4,7,Fernando Haddad (PT),8,17,Católico,10,Diariamente,9,A Favor,SATUBA,no,no,no
Urbano,42,Mujer,7,1,7,No sabe,10,5,Católico,8,Diariamente,1,A Favor,MARACANAÚ,yes,no,no
Urbano,50,Hombre,5,2,1,No Aplica,10,7,Católico,1,Diariamente,3,A Favor,VERA CRUZ,no,no,no
Urbano,24,Mujer,5,3,7,Marina Silva (REDE),2,17,Católico,10,Algunas veces a la semana,10,En contra,NATAL,no,no,no
Urbano,58,Mujer,6,1,5,Otro,1,7,Católico,0,Nunca,2,A Favor,SANTO AMARO DAS BROTAS,no,yes,no
Urbano,70,Hombre,4,1,4,No Aplica,5,5,Católico,10,Nunca,1,A Favor,FEIRA DE SANTANA,NA,NA,NA
Urbano,25,Mujer,7,1,1,Fernando Haddad (PT),2,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",3,Diariamente,7,A Favor,SÃO MIGUEL DE TAIPU,no,no,no
Urbano,59,Mujer,7,1,7,Jair Bolsonaro (PSL),10,3,Evangélica y Pentecostal,4,Diariamente,6,A Favor,CONDE,no,no,no
Urbano,58,Mujer,6,6,5,Jair Bolsonaro (PSL),3,16,Católico,16,Diariamente,10,En contra,SATUBA,no,yes,no
Urbano,35,Mujer,6,1,2,No Aplica,5,11,Católico,3,Diariamente,10,A Favor,VERA CRUZ,no,no,no
Urbano,43,Mujer,7,1,5,Jair Bolsonaro (PSL),1,4,Católico,2,Diariamente,1,A Favor,CARUARU,yes,no,no
Urbano,33,Mujer,1,1,7,Fernando Haddad (PT),5,15,Católico,14,Diariamente,9,En contra,IMPERATRIZ,yes,no,no
Urbano,18,Hombre,7,4,5,Jair Bolsonaro (PSL),2,9,Evangélica y Pentecostal,1,Algunas veces a la semana,1,A Favor,CONDE,no,yes,no
Urbano,39,Mujer,6,7,4,Jair Bolsonaro (PSL),1,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,5,En contra,ITABAIANA,no,no,no
Urbano,32,Hombre,1,1,5,Fernando Haddad (PT),10,3,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,10,A Favor,FORTALEZA,no,no,no
Urbano,37,Mujer,3,1,5,No Aplica,1,2,Evangélica y Pentecostal,5,Diariamente,1,En contra,IMPERATRIZ,no,no,no
Rural,22,Mujer,2,1,4,Fernando Haddad (PT),3,9,Católico,1,Algunas veces al mes,8,A Favor,ALHANDRA,no,no,no
Urbano,43,Hombre,6,1,5,No Aplica,2,11,Evangélica y Pentecostal,13,Diariamente,3,A Favor,NATAL,no,no,no
Urbano,43,Hombre,4,1,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,5,Diariamente,1,En contra,IMPERATRIZ,no,no,no
Urbano,56,Hombre,7,4,7,Jair Bolsonaro (PSL),1,11,Católico,10,Diariamente,1,A Favor,SATUBA,yes,no,no
Urbano,44,Hombre,5,1,3,Fernando Haddad (PT),10,4,Católico,4,Diariamente,7,En contra,FEIRA DE SANTANA,no,yes,no
Urbano,18,Mujer,5,2,4,Ninguno (anuló su voto),2,11,Evangélica y Pentecostal,5,Diariamente,8,A Favor,NATAL,no,yes,no
Urbano,76,Hombre,7,4,7,Fernando Haddad (PT),6,2,Católico,3,Diariamente,6,A Favor,FEIRA DE SANTANA,no,no,no
Urbano,41,Hombre,3,6,7,Jair Bolsonaro (PSL),1,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",6,Diariamente,1,En contra,SÃO MIGUEL DE TAIPU,no,no,no
Rural,75,Mujer,7,3,2,Jair Bolsonaro (PSL),10,1,Católico,4,Diariamente,NA,A Favor,PETROLINA,no,no,no
Urbano,30,Mujer,2,2,2,Ninguno (anuló su voto),NA,11,Religiones Orientales no Cristianas,4,Diariamente,8,No sabe,FEIRA DE SANTANA,no,no,no
Urbano,22,Mujer,4,2,4,No Aplica,6,16,Evangélica y Pentecostal,4,Diariamente,10,En contra,SALVADOR,no,no,no
Rural,32,Hombre,6,5,4,Jair Bolsonaro (PSL),6,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",5,Diariamente,1,A Favor,ALHANDRA,no,yes,no
Urbano,41,Hombre,7,1,1,Jair Bolsonaro (PSL),1,11,Religiones Tradicionales,6,Diariamente,10,A Favor,CARUARU,no,no,no
Urbano,49,Mujer,7,1,2,Jair Bolsonaro (PSL),9,1,Evangélica y Pentecostal,3,Diariamente,1,En contra,FORTALEZA,no,no,no
Urbano,63,Hombre,4,1,2,Jair Bolsonaro (PSL),10,8,Católico,3,Diariamente,1,A Favor,FORTALEZA,no,yes,no
Rural,16,Mujer,1,1,3,No Aplica,1,6,Católico,4,Algunas veces al mes,10,En contra,PETROLINA,no,no,no
